Name,PosX,PosY,PosZ,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
Wall,-10.09,0,23.9673,90,90,0,0.5108495,1,1
Wall,-25.7121,0,21.29,90,180,0,3.163786,1,1
Wall,-41.9,0,45.1311,90,270,0,4.72801,1,1
Wall,-27.5354,0,68.82001,90,0,0,2.896852,1,1
Wall,-18.03,0,87.3049,90,270,0,3.815733,1,1
Wall,-46.5394,0,105.26,90,180,0,5.761758,1,1
Wall,-74.39,0,87.14,90,90,0,3.975612,1,1
Wall,-70.1001,0,69.01001,90,0,0,3.975545,1,1
Wall,-50.15,0,40.9726,90,90,0,5.584816,1,1
Wall,-40.524,0,8.823997,90,45,0,2.973665,1,1
Wall,-30.4543,0,1.805702,90,315,0,0.8184577,1,1
Wall,-23.2902,0,4.800003,90,0,0,0.9636961,1,1
Wall,-18.43,0,0.7687988,90,90,0,0.8075093,1,1
Wall,-12.2086,0,0.9400024,90,0,0,1.289269,1,1
Wall,-3.312199,0,4.6278,90,315,0,1.171367,1,1
Wall,9.2122,0,8.959999,90,0,0,1.660171,1,1
Wall,17.73,0,-5.216103,90,90,0,2.833753,1,1
Wall,18.7252,0,-19.25,90,0,0,0.5303082,1,1
Wall,21.46,0,-30.6272,90,90,0,2.265087,1,1
Wall,14.621,0,-42.14,90,180,0,1.338812,1,1
Wall,9.41,0,-54.0744,90,90,0,2.450261,1,1
Wall,-3.548,0,-66.41,90,180,0,2.57583,1,1
Wall,-14.33,0,-75.1231,90,90,0,1.866446,1,1
Wall,-5.5144,0,-83.17,90,0,0,1.97526,1,1
Wall,8.1546,0,-87.3546,90,45,0,1.173305,1,1
Wall,13.3678,0,-91.1,90,0,0,0.3937185,1,1
Wall,18.4135,0,-94.1335,90,45,0,0.8792803,1,1
Wall,21.58,0,-100.4397,90,90,0,0.6332576,1,1
Wall,22.8663,0,-103.34,90,0,0,0.5300989,1,1
Wall,25.52,0,-110.158,90,90,0,1.33836,1,1
